tconst	directors
tt8136112	nm7786988
tt8136776	nm8969310
tt8136906	nm4126101
tt8136908	nm4244515
tt8136998	nm0317632
tt8137040	\N
tt8137042	nm0015570
tt8137104	nm9696685,nm9696684
tt8137124	nm7152770,nm3524652,nm5141211
tt8137380	nm5481432
tt8137384	nm1060997
tt8137552	nm0351790
tt8137662	nm7375062
tt8137722	nm2614658
tt8137788	nm0444544
tt8137834	nm9697119
tt8137866	nm3021772
tt8137872	nm6606865
tt8138174	nm1098324
tt8138394	nm7241470
tt8138840	\N
tt8139010	nm1585347
tt8139244	nm9643672
tt8139334	nm9697374,nm9697373
tt8139596	nm9697615,nm9697616
tt8139626	nm5683637
tt8139786	nm8282972,nm2523682,nm8613665,nm4712632,nm3815505
tt8139850	nm3374484,nm2270163
tt8140044	nm9697910
tt8140140	nm1216097
tt8140328	nm1034625
tt8140398	nm2341019
tt8140496	nm1384300
tt8140564	nm1283069
tt8140704	nm8948707
tt8141054	nm1412038,nm9698537
tt8141236	nm9698571
tt8141238	nm8348321
tt8141244	nm6731934
tt8141270	nm7748018
tt8141324	nm4259866
tt8141332	nm1757480
tt8141894	nm9696716,nm9698992
tt8141908	nm2507381
tt8142044	nm2413619
tt8142082	nm9699130
tt8142106	nm5916429,nm9699151
tt8142370	nm9696442
tt8142462	nm2553474
tt8142542	nm9699422
tt8142672	nm6576552
tt8142690	nm1812559
tt8142698	\N
tt8142712	nm7057719
tt8143610	nm6414435
tt8143896	nm9699948
tt8143990	nm0432380
tt8144268	nm3274845,nm9700041
tt8144316	nm1994539
tt8144636	nm0706173
tt8144642	nm8942338
tt8144730	nm8345921
tt8144778	nm7625680,nm7625681,nm7625668
tt8144782	\N
tt8144802	nm0099526
tt8144834	nm5120912
tt8144850	nm2312234
tt8144852	nm8138154
tt8144868	nm7729115
tt8144874	nm9700418
tt8144886	nm3844796
tt8144922	nm9700454
tt8144954	nm6037427,nm1424932,nm6037428
tt8144984	nm5462083
tt8145046	nm9700500
tt8145130	nm9700571
tt8145144	nm9700588
tt8145168	nm6725400
tt8145186	nm9700626
tt8145280	nm5554467
tt8145328	nm9700687
tt8145354	nm1329146,nm5583383
tt8145366	nm9674190
tt8145392	nm1069605
tt8145874	nm9701048
tt8145968	nm0289824
tt8146160	nm8456238
tt8146310	nm9701218
tt8146336	nm2929037
tt8146366	nm4637563
tt8146414	nm1907554
tt8146424	nm9701308
tt8146434	nm1902543
tt8146652	nm9696716
tt8146710	nm3008388
tt8146834	nm7551129
tt8146836	nm9701687
tt8147002	nm0380325,nm1274522
tt8147032	nm9701800
tt8147064	nm8080555
tt8147262	nm3960381
tt8147270	nm9702023
tt8147428	nm1263826
tt8147480	nm8516185
tt8147518	nm1688464
tt8147680	nm8447634
tt8147750	nm7757374,nm9702408
tt8147842	nm2139746
tt8148018	nm3302581
tt8148674	nm9702647,nm9702646
tt8149090	nm6621245
tt8149240	nm9585962
tt8149286	nm1098369
tt8149754	nm9703051,nm8174003,nm7115524
tt8149810	nm3347957
tt8149994	nm2661426
tt8150132	nm3228505,nm3232514
tt8150134	nm9703230
tt8150142	\N
tt8150238	nm7672633
tt8150712	nm4659310,nm3887581
tt8150714	nm3422838
tt8150722	nm3277597
tt8150724	nm9703661,nm9703665
tt8150726	nm4160810
tt8150728	nm2341629,nm3627309
tt8150730	nm3319322
tt8150736	nm9703680
tt8150738	nm1337244
tt8150742	nm0823447,nm3050637
tt8150760	nm2447057
tt8150768	nm3952190
tt8150778	nm7023018
tt8150782	nm4312193
tt8150806	nm9703727
tt8150828	nm2733775
tt8151086	nm3309155
tt8151326	nm3172888
tt8151338	nm9704011
tt8151344	nm2758260
tt8151448	nm0453118,nm9704062
tt8151450	nm5449994
tt8151748	nm4254419
tt8151794	nm9500175
tt8151860	nm4712466
tt8151864	nm2682776
tt8151874	nm2776774
tt8151972	nm9704340
tt8152324	nm1667095
tt8152742	nm2151133
tt8152750	nm3300924
tt8152842	nm9705057
tt8152950	nm8805973
tt8152986	nm0902823
tt8154034	nm9705269
tt8154270	nm0541751
tt8154284	nm9705338
tt8154440	nm9705388
tt8154780	nm1977070
tt8154840	nm5211977
tt8154964	nm2468066
tt8155038	nm9705740
tt8155288	nm0484907
tt8155502	nm9706098
tt8155554	nm1523233
tt8155564	nm3507273
tt8155662	nm2739764,nm9706262
tt8155774	nm4792387
tt8156548	nm4982063
tt8156742	nm9706545,nm1942303
tt8156760	nm2439765
tt8156784	nm3941888
tt8156834	nm9706635
tt8156898	nm9706691
tt8156962	nm9706708,nm7445801
tt8157072	nm7156665
tt8157074	nm2347483
tt8157250	nm0857470
tt8157400	nm0267393
tt8157482	nm9253483
tt8158512	nm4857370
tt8158828	nm3772887
tt8159018	nm5261088
tt8159022	nm0573047
tt8159186	nm9707394
tt8159302	nm1937881
tt8159406	nm6190247
tt8159442	nm9086354
tt8159446	nm8310703,nm9707565
tt8159472	nm9707604
tt8159562	nm1633031
tt8159690	nm9707981
tt8159764	nm7632969
tt8159890	nm6555399
tt8159944	\N
tt8160262	nm0994416
tt8160694	nm5913274
tt8160748	nm4667487
tt8160786	nm3469400
tt8160834	nm1820881
tt8160846	nm9701813
tt8160864	nm2751807
tt8160890	nm0743164
tt8161018	nm6593421
tt8161104	nm8609980
tt8161106	nm1145142,nm0224765
tt8161166	nm3735000
tt8161226	nm0465617
tt8161232	nm2731785
tt8161396	nm4578746
tt8161430	nm9709647,nm9709646
tt8161554	nm5474339,nm1785712
tt8161706	nm6120565
tt8161726	nm9709838
tt8161802	nm2428088
tt8161814	nm7929213
tt8161900	nm8124901
tt8161914	nm1829961
tt8161996	nm5357828
tt8162120	nm9710040
tt8162460	nm8170241
tt8162872	nm3290080,nm9710204
tt8163224	nm0057842
tt8163234	nm3756145
tt8163250	nm3321728
tt8163418	nm9710417
tt8163482	nm3513294,nm1868443
tt8163654	nm9710560,nm8064253,nm9708610,nm9493944
tt8163662	nm2333500
tt8163746	nm9710596
tt8163814	nm1618293
tt8163818	nm3006497
tt8164100	nm2401932
tt8164392	nm1258900
tt8164398	nm4920535
tt8164452	nm2510263
tt8164558	nm6963836
tt8164568	nm0941601
tt8164736	nm3560212
tt8164884	nm4177351
tt8164890	nm4206344
tt8165136	nm4484419
tt8165148	\N
tt8165184	nm7297178
tt8165192	nm0150802
tt8165242	nm5664051
tt8165246	nm0006787
tt8165450	nm0555712
tt8165514	nm2009544
tt8165994	nm9711689
tt8166032	nm7380843
tt8166056	nm9711758
tt8166122	nm9711795
tt8166164	nm8227871
tt8166176	\N
tt8166230	nm9698642
tt8166264	nm9711957
tt8166272	nm2222907
tt8166300	nm7757183
tt8166416	nm9712000,nm0944301
tt8166814	nm9712148
tt8167076	nm6995991
tt8167180	nm1523870
tt8167242	nm9712257
tt8167484	nm6715074
tt8167704	nm9592165
tt8167820	nm9712336,nm1948191
tt8167836	nm5668470
tt8167872	nm4140928
tt8168050	nm4595561
tt8168814	nm5409451
tt8168818	nm9712496
tt8168884	nm3881270,nm3004449,nm3999178
tt8168966	nm3251519
tt8168992	nm1599684,nm5621878
tt8169110	nm8501481
tt8169120	nm5747256
tt8169178	nm2868072
tt8169182	nm0247760
tt8169224	\N
tt8169266	nm1054843
tt8169290	nm0713576,nm10404966
tt8169296	nm9712607
tt8169390	nm1280174,nm9712849
tt8169404	nm0811725
tt8169446	nm0688132
tt8169450	nm4764983
tt8169510	nm9712962,nm9712960,nm9712951
tt8169552	nm1179870
tt8169572	nm9713000
tt8169942	nm5261508,nm9713231
tt8169994	nm0576879
tt8170004	nm0702012
tt8170134	nm3952145
tt8170184	nm9713368
tt8170252	nm0997425
tt8170282	nm9713444
tt8170298	nm6492296
tt8170358	nm3226803
tt8170530	nm6914507
tt8170772	nm4090732
tt8170812	nm6643939
tt8170902	nm1702781
tt8171022	nm9713977
tt8171102	nm9714054
tt8171236	nm2756923
tt8171238	nm9486859
tt8171310	nm9714185
tt8171406	nm0059698
tt8171528	nm0162688
tt8171548	nm0874093
tt8171756	nm9714371
tt8171850	nm9714380,nm9714379
tt8171864	nm1106629,nm4299959
tt8171974	nm1098171
tt8172068	nm0348123
tt8172090	nm0951090
tt8172102	nm9714575
tt8172146	nm0870979
tt8172164	nm9714694
tt8172644	nm9714883,nm2483735
tt8173054	nm3280218
tt8173254	\N
tt8173628	\N
tt8173652	nm5856154
tt8173728	nm4860365,nm4860666
tt8173816	nm4093647
tt8173868	nm1043725
tt8174110	nm6469649
tt8174138	nm3237435
tt8174154	nm4782012,nm1994753,nm1995242
tt8174250	nm8503198
tt8174256	nm1995242,nm4782012,nm1994753
tt8174290	nm1293261
tt8174318	nm1531044
tt8174446	nm3355643
tt8174450	nm0205199
tt8174454	nm7696940
tt8174976	nm8785897
tt8175004	nm6684803
tt8175034	nm2174457
tt8175048	nm2034319
tt8175830	nm9716690
tt8175866	nm9716706
tt8175920	nm1241229
tt8175926	nm9716777
tt8175928	nm9716777
tt8175968	nm2410557
tt8176040	nm0332950
tt8176054	nm10328250,nm6041683
tt8176066	nm9716883
tt8176116	nm8090004
tt8176120	nm9716940
tt8176124	nm1862815
tt8176126	nm9716982
tt8176128	nm9716983
tt8176140	nm9716999
tt8176142	nm9717000,nm1017076
tt8176146	nm9717001
tt8176150	nm9717005
tt8176198	nm9717026
tt8176244	nm9717035
tt8176276	nm9717043
tt8176280	nm6067003
tt8176282	nm5161189
tt8176288	nm9717064
tt8176296	nm9717069
tt8176302	nm3462316,nm1258686
tt8176304	nm9717079
tt8176308	nm9717082
tt8176312	nm7051453
tt8176324	nm9717090
tt8176334	nm9675584
tt8176370	nm3499832
tt8176398	nm9470751
tt8176462	nm0690532
tt8176558	\N
tt8176578	nm9717486,nm3357091,nm6157250
tt8176602	nm4017729
tt8176750	nm5480603,nm4839180
tt8176874	nm9717607
tt8177040	nm4558430
tt8177082	nm7927232
tt8177198	nm4558430
tt8177244	nm0103892
tt8177246	nm7944995
tt8177262	nm1273060
tt8177414	nm4558430
tt8177524	nm9717713
tt8177530	nm4100872
tt8177638	nm6124498
tt8177832	nm4558430
tt8177928	nm4558430
tt8177940	nm7004001
tt8178112	nm4558430
tt8178130	nm4558430
tt8178158	nm4558430
tt8178162	nm1434906
tt8178198	nm6504496
tt8178258	\N
tt8178260	nm4558430
tt8178396	nm5352400
tt8178400	nm1048451
tt8178486	nm0922903
tt8178538	nm9718235
tt8178546	nm6703688
tt8178604	nm0971670
tt8178616	nm0050457
tt8178634	nm1442514
tt8178760	nm8891580
tt8178850	nm0708520
tt8178958	nm2852166
tt8178964	nm9718567
tt8178966	nm9718568
tt8178992	nm0081023
tt8179186	nm2520556
tt8179202	nm0492825
tt8179214	nm1723199
tt8179218	nm0150749
tt8179316	nm5542623
tt8179388	nm0629334
tt8179740	nm1642909
tt8179944	nm4286760
tt8179994	nm9349476
tt8180024	nm9719322
tt8180058	nm8334349
tt8180398	nm1938088
tt8180476	nm7489043
tt8180482	nm6735379
tt8180546	nm4436444
tt8180580	nm9719555
tt8180582	nm9719558
tt8180590	nm3556463
tt8180690	nm9612980
tt8180932	nm0004214
tt8181336	nm6711126
tt8181502	nm4221155
tt8181510	nm2984401
tt8181524	nm0288411
tt8182004	nm0338271
tt8182136	nm9720032
tt8182370	nm9720061
tt8182512	nm9720082
tt8182586	nm9720116
tt8182826	nm7150182
tt8182884	nm9720159,nm9721229
tt8183346	nm0773140,nm4211324
tt8183386	nm9720399
tt8183418	nm4652875
tt8183544	nm8558170
tt8183556	nm1319821
tt8183570	nm3095937
tt8183594	nm1628235
tt8183602	nm9720486
tt8183640	nm1994094
tt8183732	nm2591364,nm5805825
tt8183734	nm1875467
tt8183760	nm2035372
tt8183762	nm9719756
tt8183926	nm9720797
tt8183978	nm9720816
tt8184066	nm5324978
tt8184104	nm1728206
tt8184112	nm9721071
tt8184202	nm5083134
tt8184284	nm9721267
tt8184296	nm2272649
tt8184338	nm6017635
tt8184388	nm4412531
tt8184604	nm3606417
tt8184766	nm2812431
tt8184902	nm1120308
tt8184910	nm6273180
tt8184968	nm3125088
tt8185004	nm9721867
tt8185058	nm6919838,nm3863671
tt8185094	nm9721958,nm9734848
tt8185182	nm7267981
tt8185370	nm9722091
tt8185374	nm2843690
tt8185412	nm0018840
tt8185442	nm0386382
tt8185478	nm9722207
tt8185502	nm0087019
tt8185512	nm8590760
tt8185526	nm0244864
tt8185584	nm2762291
tt8186004	nm9470788
tt8186318	nm1731937
tt8186932	nm1709461
tt8187178	nm1311684
tt8187330	nm9712294
tt8187502	nm9723035
tt8187506	nm9717936
tt8187588	nm7276551
tt8187842	nm5472963
tt8187918	nm1343042
tt8188382	\N
tt8188426	nm2104333
tt8188444	nm7773174
tt8188460	nm9723772
tt8188542	nm9723825
tt8188584	nm9723846
tt8188592	nm4287924
tt8188610	nm3902889
tt8188648	nm3363373
tt8188682	nm9723949
tt8188734	nm9723993
tt8188870	nm9189771,nm9015060
tt8188872	nm2039170
tt8188884	nm4345893
tt8188930	nm6785952,nm4341114,nm2061884,nm3848412,nm6935209,nm3746699,nm1470021,nm1909521,nm4995547,nm0926387
tt8188972	nm9724195
tt8188984	\N
tt8189052	nm9254176
tt8189070	nm7725685
tt8189076	nm6576361,nm2737915
tt8190748	nm5158912
tt8190810	nm9724666
tt8190820	nm6319094
tt8190902	nm2575681
tt8190918	nm9724804
tt8191102	nm9724920
tt8191244	nm0250337
tt8191334	nm1826891
tt8191464	nm3118297
tt8191502	nm5396854
tt8191620	nm2160593
tt8191728	nm1306684
tt8191742	nm7249719
tt8191944	nm2792765
tt8192070	nm1101678
tt8192212	nm9689201
tt8192250	nm0349755
tt8192390	nm8180647
tt8192418	nm9725728
tt8192456	nm4080980
tt8192500	nm9725728
tt8192620	nm4080980
tt8192676	nm9725933,nm9725930,nm9725932
tt8192808	nm9726042
tt8192824	nm5287726
tt8192844	nm9726052
tt8192874	nm8335116
tt8192948	nm4181560
tt8192970	nm9726242
tt8193068	nm9726262
tt8193396	nm1875051
tt8193434	nm2349311
tt8193472	nm6889889
tt8193590	nm0923249
tt8193600	nm9726556
tt8193626	nm2449509
tt8193674	nm2445213
tt8193742	nm4559473
tt8193744	nm9447871
tt8193772	nm5341350,nm9728227
tt8193790	nm1189197
tt8193876	nm9712269
tt8193888	nm5591183
tt8193934	nm2918301
tt8193944	nm8987595,nm7379432
tt8193978	nm5563914
tt8194038	nm0276899
tt8194128	nm9727113
tt8194186	nm1939243
tt8194222	nm0096539
tt8194728	nm3408457
tt8195404	nm1389179
tt8195434	nm9727635
tt8195518	nm2719832
tt8195664	nm9727798
tt8196026	nm1021159
tt8196068	nm3718935
tt8196200	nm1170802
tt8196214	nm5813004
tt8196216	nm9728176
tt8196404	nm9728354
tt8196456	nm9186123
tt8196692	nm3594488,nm4686929
tt8197058	nm2028569
tt8197158	nm9728696
tt8197340	nm9728810
tt8197418	nm5063204
tt8197422	\N
tt8197586	nm9729033,nm9729032
tt8197590	nm9332147
tt8197632	nm6520584
tt8197644	nm4566445
tt8197788	nm0367131,nm6750301
tt8197998	nm7512971,nm9152447
tt8198074	nm9729364,nm2581117
tt8198582	nm8868037
tt8198684	nm1196938
tt8198796	nm9729757
tt8198926	nm4672796,nm9729805
tt8198998	nm0152970
tt8199040	nm9729933
tt8199652	\N
tt8199888	\N
tt8199946	nm5334801
tt8199998	nm0099526
tt8200456	nm2759628,nm3403118
tt8200472	nm4763547
tt8200742	nm3967762
tt8200864	nm6629979,nm8016615
tt8200872	nm8923719
tt8200922	\N
tt8200998	nm1980552
tt8201118	nm3588587
tt8201170	nm0625245
tt8201338	nm5172757
tt8201392	nm9731125
tt8201404	nm0133899
tt8201726	nm0532509
tt8201900	nm3834171
tt8201974	nm2010463
tt8201976	nm9338948
tt8201996	nm8767260
tt8202076	nm5665348
tt8202100	nm2675861
tt8202140	nm1121342
tt8202246	nm9731679
tt8202262	nm1765884
tt8202564	nm1386952
tt8202612	nm1179457
tt8202614	\N
tt8202618	nm1625721
tt8202630	nm4751221
tt8202656	nm7901742
tt8202674	nm9732089
tt8202692	nm5248446
tt8202938	nm1143060
tt8202940	nm6433428
tt8202944	nm0080609
tt8202956	nm1463185
tt8203046	nm9732335
tt8203114	nm9732373
tt8203628	nm9732563
tt8203706	nm6457171
tt8204310	nm0394815
tt8204362	nm8310766
tt8204590	nm9732815
tt8204892	nm3512613
tt8204962	nm9732930
tt8205002	nm2881832
tt8205018	nm4832045
tt8205056	nm6726832
tt8205082	nm9217002,nm9733037
tt8205214	nm9733138
tt8205218	nm9642678
tt8205220	nm9733140
tt8205480	\N
tt8205512	nm1746943
tt8205580	nm9733389
tt8205590	nm6983311
tt8205596	nm0580842
tt8205654	nm3202986
tt8205656	nm9733428
tt8205982	nm9733612
tt8206120	nm0302199,nm8612479
tt8206216	nm9192246
tt8206344	nm3233092
tt8206646	nm9592270
tt8206668	nm8083973
tt8206684	nm6900034
tt8206708	nm2321771
tt8206760	nm2321771
tt8206880	nm5748417
tt8206940	nm1310935
tt8206950	nm0332967
tt8206958	nm0494385
tt8207294	nm2132363
tt8207366	nm1008310
tt8207434	nm9734471
tt8207436	nm2096990
tt8207520	nm1459398,nm9734505
tt8207566	nm9734598,nm4729827,nm9734599
tt8207568	nm9734601
tt8207640	nm0813066
tt8207668	nm0840779
tt8207768	nm1018493
tt8207890	nm2652259
tt8207906	nm0755171
tt8207978	nm9734811
tt8208034	nm7015905
tt8208046	\N
tt8208098	nm9103182
tt8208102	nm9734877
tt8208104	nm7042155
tt8208106	nm9734879
tt8208116	nm9734890
tt8208190	nm4241519
tt8208252	nm2781113
tt8208372	nm10096338
tt8208888	nm9572697
tt8209326	nm0043335
tt8209338	\N
tt8209632	nm0345146
tt8209760	nm0043335
tt8209878	nm4017552
tt8209898	nm6708944
tt8209992	nm6498730
tt8209994	nm9735377
tt8209998	nm2596851
tt8210026	nm1216753
tt8210172	nm6498730,nm9735431
tt8210226	nm0325982
tt8210324	nm3143313
tt8210332	nm6653303
tt8210516	nm2470867
tt8210704	nm0129434
tt8210754	nm8512172
tt8210842	nm0887136
tt8210950	nm5150818
tt8211154	nm9735944
tt8211214	nm2083655
tt8211258	nm5760726
tt8211298	nm7007530
tt8211492	nm3888862
tt8211628	nm9736282
tt8211942	nm1006796
tt8211980	nm8467983,nm6352729
tt8212022	nm7907523
tt8212114	nm9736634
tt8212142	nm8980095
tt8212152	nm5494745
tt8212236	nm0022531,nm2246780
tt8212308	nm4605066
tt8212366	nm9736915
tt8212386	nm9736936
tt8212482	nm3382459
tt8212614	nm2681729
tt8212720	nm2209010
tt8212810	nm2209010
tt8212838	nm2209010
tt8212958	nm3890574
tt8212966	nm8009291
tt8213552	nm0286268
tt8213870	nm9737577
tt8214204	nm1199305
tt8214222	nm3989826
tt8214382	nm3989826
tt8214538	nm6494870
tt8214558	\N
tt8214666	nm2329795
tt8214816	nm9085170
tt8214936	nm1760871
tt8214962	nm1760871
tt8215118	nm7040064
tt8215254	nm0325562
tt8215284	nm1879513
tt8215302	nm3770775
tt8215336	nm4748014
tt8215348	nm9642924
tt8215360	nm5298993
tt8215408	nm9738527
tt8215444	nm9738549
tt8215480	nm4814386
tt8215520	nm0068124
tt8215718	nm8389839
tt8215726	\N
tt8215806	nm3304644
tt8215820	nm8332521
tt8215850	nm8629530
tt8216024	nm5711202
tt8216094	nm9738978
tt8216224	nm9739006
tt8216296	nm7482530
tt8216306	nm9267400
tt8216392	nm9739049
tt8216632	nm8964951
tt8216656	nm6471454
tt8216906	nm3522065
tt8217096	nm9760624
tt8217188	nm2732832
tt8217244	nm0055385
tt8217258	nm7007297
tt8217368	nm7180076
tt8218452	nm9411262
tt8218662	nm4599237
tt8218940	nm2153062,nm1852285
tt8219048	nm3103488
tt8219062	nm1369375
tt8219110	nm1797624
tt8219198	nm9462689
tt8219346	nm7173029
tt8219426	nm2638398
tt8219520	nm9740371
tt8219526	nm3177795
tt8219584	nm9740455
tt8219602	nm4460905
tt8219604	nm9082261
tt8219610	nm0233228
tt8219762	nm9740566
tt8219776	nm5656222
tt8219872	nm2344094
tt8219896	nm5965898
tt8219958	nm4426539
tt8220022	nm0762273
tt8220150	nm0777168
tt8220186	nm9740786,nm8147699
tt8220246	nm9740838
tt8220288	nm4250622
tt8220326	nm0994620
tt8220332	nm1381358
tt8220356	nm7597563,nm5944804,nm5332862,nm3995363,nm6366519,nm6078961,nm5745609,nm8148318,nm6320361
tt8220362	nm9562678
tt8220452	nm1637813
tt8220556	nm5954636,nm4087886
tt8220646	nm8742444
tt8220696	nm6708766,nm9741215
tt8220706	nm8906440
tt8220786	nm2293602
tt8221324	\N
tt8221676	nm2321771
tt8221736	nm9741468
tt8221738	nm0355960
tt8221842	nm0870299
tt8222342	nm0157337
tt8222408	nm0899501
tt8222812	nm9741799
tt8222860	nm1883646
tt8222914	nm1883646
tt8223170	nm6753606
tt8223250	nm9742183
tt8223292	nm5579430
tt8223294	nm3147086
tt8223296	nm9742214
tt8223300	nm9742218
tt8223306	nm1435267
tt8223308	nm9742223,nm9742222
tt8223314	nm9742227
tt8223316	nm9742228
tt8223320	nm1919995,nm9742230
tt8223332	nm8043486
tt8223386	nm4705021
tt8223396	nm9742279
tt8223408	nm5411902
tt8223614	nm7886660
tt8223714	nm0568828
tt8223770	nm4990005
tt8223844	nm1077423,nm1091767,nm0948488
tt8223874	nm9237076
tt8224068	nm5208720
tt8224384	nm0170157
tt8224420	nm7012853
tt8224696	nm1370237
tt8224994	nm2996032
tt8226078	nm0134682
tt8226340	nm9416560
tt8226392	nm9743646
tt8226470	nm9743697
tt8226476	nm4174005
tt8226494	nm9743725
tt8226498	nm9743728
tt8226508	nm5118944
tt8226794	nm8441909
tt8226800	nm9743866
tt8226802	nm2128244
tt8226892	nm1228338
tt8226902	nm9743930
tt8226904	nm0159091
tt8226934	nm1833268
tt8227002	\N
tt8227026	nm9744030
tt8227084	nm4081058,nm2662363
tt8227144	nm4743466
tt8227232	\N
tt8227314	nm5632132
tt8227356	nm7659299,nm2695239
tt8227484	nm9744216
tt8227610	nm6404931
tt8227814	nm0069255
tt8227994	nm9744652
tt8228020	nm8797932
tt8228172	nm1071889
tt8228262	nm2444600
tt8228264	nm0382776
tt8228270	nm8269369
tt8228288	nm2008067
tt8228290	nm9445264
tt8228390	nm9744958
tt8228448	nm9745013
tt8228458	nm9745019
tt8228460	nm9745020
tt8228492	nm4114935
tt8228538	nm2899940
tt8228588	nm0236313,nm0150821
tt8228606	nm0059398
tt8228620	nm9745186,nm7081781
tt8228656	nm8839986,nm8839985
tt8228700	nm1310723
tt8228708	nm9745249
tt8228716	nm5414877
tt8228818	nm4531757,nm2799500
tt8228826	nm6854566
tt8228884	nm2092442
tt8228894	nm4658103
tt8228900	nm0385450
tt8228906	nm4219316
tt8229382	nm3290999
tt8229568	nm0898224
tt8230080	nm0841291
tt8230384	nm5013547
tt8230386	nm5569037
tt8230462	nm9732985
tt8230558	nm6469446
tt8230636	nm7507167
tt8230642	nm4162635
tt8230748	\N
tt8230872	nm2979684,nm1279669
tt8230886	nm5417185
tt8231070	nm9746369
tt8231118	nm5389135
tt8231242	nm3235413
tt8231480	nm3931123
tt8231548	nm8169645
tt8231582	nm2148066
tt8232004	nm2398106
tt8232016	nm0794837
tt8232232	nm3641456
tt8232342	nm1304727
tt8232466	nm2464109
tt8232566	nm4501931
tt8232576	nm4033149
tt8232586	\N
tt8232648	nm0129085
tt8232932	nm2380939
tt8233184	nm6085478
tt8233368	nm7609198
tt8233474	nm3436745
tt8233874	nm2888739,nm4885073
tt8234452	nm9748516
tt8234502	nm9748617
tt8234866	nm7017062
tt8234892	nm0715781
tt8234968	\N
tt8235050	nm3952088
tt8235054	nm9748849
tt8235056	nm2206349
tt8235120	nm8265385
tt8235126	nm1804460
tt8235170	nm4184217
tt8235250	nm1063115
tt8235296	nm0776398
tt8235300	nm9749067,nm9493946,nm9493945
tt8235306	nm9749070
tt8235812	nm4396010
tt8235874	nm8606965
tt8235904	nm7322662
tt8235938	nm5151925
tt8235966	nm3973341
tt8236200	nm9749550,nm3233523
tt8236204	nm4173599
tt8236214	nm0897799
tt8236302	nm8664233
tt8236336	nm1994243
tt8236366	nm2876628
tt8236394	nm0034441
tt8236398	nm2126907
tt8236410	nm2172377
tt8236566	nm7078514
tt8236588	nm0042933,nm0042932
tt8236716	nm9749849
tt8236848	nm3369344
tt8236946	nm3532746
tt8237152	nm2779133
tt8237168	nm9750062
tt8237172	nm1322135
tt8237220	nm9750108
tt8237236	nm6422814
tt8237250	nm0294500
tt8237252	nm6784402
tt8237282	nm2906682
tt8237310	nm5408720
tt8237340	nm5474363
tt8237456	nm6228522
tt8237512	nm9742563
tt8237574	nm6404746
tt8237644	nm3213579
tt8237678	nm9750531
tt8237768	nm1880926,nm1618388,nm10475512
tt8237806	nm1818119
tt8237862	nm0157387
tt8237888	nm9750775
tt8237924	nm0918452
tt8238166	nm9750966
tt8238250	nm9750996
tt8238256	nm9750997
tt8238312	nm9543898
tt8238416	nm9751015
tt8239084	nm9751113
tt8239184	nm6618568
tt8239736	nm3973341
tt8239806	nm0946875
tt8239946	nm9751348,nm4205110,nm1628153
tt8240080	nm9366571
tt8240202	nm9751528
tt8240242	nm1834899
tt8240250	nm1135184
tt8240396	nm9751644,nm9698019,nm9751645
tt8240654	nm1514501
tt8240662	nm3413556
tt8240940	nm0626090
tt8240962	nm8455673
tt8240964	nm1581553
tt8241048	nm5066492
tt8241148	nm7504975
tt8241160	nm9752083
tt8241176	nm9752087
tt8241348	nm4380539
tt8241566	nm4403260
tt8241584	nm6421805
tt8241588	nm9713129,nm7764698
tt8241872	nm0182276
tt8241876	nm1468541
tt8241890	nm7726760
tt8241920	nm5300564
tt8242074	nm4751918
tt8242084	nm0781842
tt8242088	nm9031035
tt8242160	nm1942303
tt8242340	nm2573469
tt8242464	nm9628629
tt8242812	nm9753377
tt8243034	nm1173013
tt8243058	nm2829888
tt8243160	nm1125282
tt8243286	nm1969676
tt8243610	nm9753540
tt8243616	nm9753540
tt8243674	nm3970846
tt8244188	nm2627823
tt8244262	nm2258085
tt8244266	nm1429461
tt8244268	nm0436312
tt8244298	nm1923871
tt8244334	nm9753836
tt8244346	nm9753856
tt8244394	nm6050632
tt8244550	nm9754131
tt8244662	nm9754317
tt8244674	nm7263546
tt8244708	nm9754409
tt8244784	nm0957505
tt8245080	nm3072963
tt8245404	nm0194125
tt8245498	nm4005028
tt8245690	nm9755397
tt8245846	nm8341051
tt8245936	nm2229241
tt8246014	nm2659892
tt8246114	nm6859263
tt8246188	nm4329952
tt8246200	nm7721679
tt8246270	nm9477853
tt8246294	nm3691112
tt8246392	nm0008080
tt8246646	nm0004924
tt8246654	nm9756038
tt8246778	nm1381792
tt8246850	nm9756110,nm9756109
tt8246980	nm0107655
tt8247376	\N
tt8247470	nm0106456
tt8248188	nm0704157
tt8248422	nm9756578
tt8248820	nm1323078
tt8248878	nm4231442
tt8249374	nm1474125
tt8249404	nm9757361
tt8249456	nm3072963
tt8249682	nm8737022
tt8249874	nm8144088
tt8250080	nm0891984,nm1580564,nm9757558,nm0116457
tt8250370	nm5867742
tt8250522	nm3628461
tt8250640	nm3176993
tt8250690	nm0805078
tt8250786	nm9757991
tt8251046	nm3471261
tt8251150	nm9758083
tt8251228	nm9758175
tt8251234	nm0369442
tt8251336	nm2571065
tt8251348	nm6512510
tt8251654	nm9682721
tt8252228	nm9758564
tt8252538	nm9758600
tt8252544	nm0555812
tt8252674	nm3295168
tt8252712	nm3384551
tt8252720	nm1398376
tt8252730	nm4702942
tt8252734	nm9682721
tt8252872	nm1398376
tt8252898	nm3691317,nm5692167
tt8253030	nm8306570
tt8253110	nm4347845
tt8253474	nm9759235
tt8253606	nm0444244
tt8253654	nm1564752
